fips,county,state,total_population,median_household_income,poverty_count,edu_pct,hud_pop2020,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4
45033,Dillon,SC,28255,42454.0,8819,0.07857016457264202,30473,686.0,691.0,905.0,1125.0,1446.0
45035,Dorchester,SC,162139,73686.0,19665,0.1993413059165284,161309,1386.0,1424.0,1599.0,1979.0,2402.0
45037,Edgefield,SC,26181,60033.0,4074,0.145067033344792,27021,805.0,961.0,1100.0,1463.0,1779.0
45039,Fairfield,SC,20942,44521.0,3866,0.10753509693439021,22406,1036.0,1110.0,1246.0,1595.0,1917.0
45041,Florence,SC,137015,56088.0,23845,0.16071962923767472,138237,787.0,792.0,1012.0,1279.0,1374.0
45043,Georgetown,SC,63594,59782.0,10078,0.23404723716073844,62150,842.0,848.0,1114.0,1478.0,1582.0
45045,Greenville,SC,528251,71328.0,56304,0.26868666599779273,516126,1032.0,1074.0,1206.0,1500.0,1797.0
45047,Greenwood,SC,69309,47553.0,11498,0.16276385462205487,70672,781.0,786.0,992.0,1199.0,1321.0
45049,Hampton,SC,18890,40157.0,3613,0.08083642138697723,19223,720.0,760.0,905.0,1258.0,1536.0
45051,Horry,SC,356578,59880.0,45882,0.18955459955465565,344186,1121.0,1187.0,1361.0,1724.0,2005.0
45053,Jasper,SC,29444,60452.0,5064,0.16889688900964542,29558,1028.0,1056.0,1186.0,1671.0,1891.0
45055,Kershaw,SC,65779,61343.0,9446,0.1483756213989267,65926,800.0,805.0,985.0,1211.0,1415.0
45057,Lancaster,SC,97611,72186.0,11546,0.21673786765835817,95378,785.0,790.0,1026.0,1360.0,1518.0
45059,Laurens,SC,67456,52077.0,12281,0.12454044117647059,66990,752.0,757.0,994.0,1202.0,1330.0
45061,Lee,SC,16557,39099.0,4247,0.10249441323911336,17144,684.0,689.0,905.0,1233.0,1238.0
45063,Lexington,SC,295934,71280.0,33967,0.22618218927193226,295033,1036.0,1110.0,1246.0,1595.0,1917.0
45065,McCormick,SC,9612,55569.0,1435,0.1766541822721598,9495,752.0,757.0,994.0,1283.0,1398.0
45067,Marion,SC,29212,35972.0,7925,0.09533753252088183,30954,738.0,806.0,905.0,1175.0,1536.0
45069,Marlboro,SC,26585,34275.0,6733,0.059356780139176224,26376,613.0,689.0,905.0,1104.0,1210.0
45071,Newberry,SC,37918,56706.0,5699,0.15406930745292474,38329,767.0,772.0,1015.0,1227.0,1418.0
45073,Oconee,SC,78775,56710.0,12239,0.20332592827673754,78314,670.0,752.0,988.0,1215.0,1348.0
45075,Orangeburg,SC,84159,41020.0,20224,0.12923157356907758,86953,807.0,825.0,957.0,1172.0,1356.0
45077,Pickens,SC,131106,57628.0,20880,0.1734626943084222,125381,1032.0,1074.0,1206.0,1500.0,1797.0
45079,Richland,SC,416161,59850.0,65215,0.25443277962134847,414660,1036.0,1110.0,1246.0,1595.0,1917.0
45081,Saluda,SC,18952,51041.0,3348,0.1348670325031659,20292,1036.0,1110.0,1246.0,1595.0,1917.0
45083,Spartanburg,SC,330119,61955.0,46447,0.17086565753561594,313791,976.0,1016.0,1141.0,1450.0,1536.0
45085,Sumter,SC,105199,53970.0,16820,0.15247293225220773,106675,790.0,933.0,1165.0,1409.0,1552.0
45087,Union,SC,27158,42305.0,5624,0.0996023271227631,27325,613.0,689.0,905.0,1156.0,1205.0
45089,Williamsburg,SC,30879,40848.0,6901,0.1108520353638395,30810,684.0,689.0,905.0,1105.0,1299.0
45091,York,SC,282987,80158.0,23474,0.24956976822256852,273887,1347.0,1384.0,1554.0,1936.0,2481.0
46003,Aurora,SD,2590,71490.0,128,0.12123552123552124,2757,613.0,759.0,905.0,1214.0,1454.0
46005,Beadle,SD,19089,63813.0,1811,0.16732149405416732,18338,647.0,726.0,954.0,1216.0,1462.0
46007,Bennett,SD,3391,44821.0,991,0.09731642583308758,3430,695.0,780.0,1025.0,1239.0,1647.0
46009,Bon Homme,SD,7018,57554.0,630,0.14790538614990026,6914,613.0,712.0,905.0,1275.0,1462.0
46011,Brookings,SD,34631,64438.0,3922,0.22930322543385984,35115,784.0,789.0,1007.0,1419.0,1709.0
46013,Brown,SD,38278,70379.0,3923,0.21748785202988663,38988,746.0,751.0,960.0,1353.0,1629.0
46015,Brule,SD,5247,64821.0,707,0.17533828854583572,5233,613.0,689.0,905.0,1275.0,1536.0
46017,Buffalo,SD,1859,42917.0,673,0.03335126412049489,2005,720.0,809.0,1063.0,1285.0,1708.0
46019,Butte,SD,10369,58106.0,841,0.12730253640659658,10295,740.0,809.0,1063.0,1285.0,1708.0
46021,Campbell,SD,1534,66932.0,86,0.20534550195567144,1458,613.0,689.0,905.0,1275.0,1454.0
46023,Charles Mix,SD,9302,60729.0,2049,0.15018275639647388,9324,785.0,805.0,905.0,1269.0,1413.0
46025,Clark,SD,3837,59340.0,351,0.12431587177482409,3715,613.0,693.0,905.0,1105.0,1325.0
46027,Clay,SD,14953,55963.0,2670,0.1962148063933659,14076,666.0,747.0,982.0,1384.0,1666.0
46029,Codington,SD,28402,65747.0,3060,0.13734948243081474,28133,714.0,801.0,1053.0,1378.0,1776.0
46031,Corson,SD,3906,48125.0,1687,0.09395801331285203,4106,613.0,689.0,905.0,1100.0,1290.0
46033,Custer,SD,8515,75943.0,693,0.24862008220786846,8826,779.0,875.0,1150.0,1621.0,1848.0
46035,Davison,SD,19966,55606.0,2906,0.15831914254232196,19890,642.0,721.0,947.0,1309.0,1607.0
46037,Day,SD,5485,57558.0,789,0.15970829535095715,5452,613.0,710.0,905.0,1177.0,1454.0
46039,Deuel,SD,4298,76997.0,244,0.16216845044206607,4309,613.0,689.0,905.0,1275.0,1454.0
46041,Dewey,SD,5275,55077.0,1609,0.09459715639810426,5841,613.0,806.0,905.0,1195.0,1226.0
46043,Douglas,SD,2823,75048.0,394,0.1381509032943677,2913,677.0,760.0,999.0,1323.0,1605.0
46045,Edmunds,SD,4014,76806.0,282,0.20154459392127552,3876,613.0,689.0,905.0,1198.0,1454.0
46047,Fall River,SD,7079,54886.0,1315,0.15383528746998162,6721,811.0,910.0,1196.0,1446.0,1921.0
46049,Faulk,SD,2140,56734.0,494,0.14906542056074767,2315,627.0,704.0,925.0,1225.0,1486.0
46051,Grant,SD,7533,70851.0,724,0.1703172706756936,7125,613.0,689.0,905.0,1275.0,1454.0
46053,Gregory,SD,3983,48272.0,503,0.13331659553100678,4193,613.0,696.0,905.0,1229.0,1454.0
46055,Haakon,SD,1755,53109.0,183,0.1168091168091168,1935,685.0,769.0,1011.0,1338.0,1624.0
46057,Hamlin,SD,6196,76995.0,445,0.12782440284054228,6104,613.0,695.0,905.0,1225.0,1229.0
46059,Hand,SD,3075,72857.0,232,0.17495934959349593,3064,613.0,714.0,905.0,1275.0,1454.0
46061,Hanson,SD,3443,86827.0,207,0.13011908219575952,3423,613.0,806.0,905.0,1234.0,1239.0
46063,Harding,SD,1176,71484.0,75,0.20068027210884354,1178,655.0,736.0,967.0,1280.0,1554.0
46065,Hughes,SD,17812,83750.0,1676,0.24449809117448912,17560,697.0,802.0,1029.0,1450.0,1653.0
46067,Hutchinson,SD,7401,69139.0,701,0.17335495203350898,7308,662.0,743.0,976.0,1195.0,1300.0
46069,Hyde,SD,1319,69712.0,85,0.15314632297194844,1446,655.0,736.0,967.0,1280.0,1554.0
46071,Jackson,SD,2838,26078.0,1058,0.09408033826638477,3296,613.0,806.0,905.0,1108.0,1322.0
46073,Jerauld,SD,1836,66607.0,163,0.12799564270152505,2009,655.0,736.0,967.0,1280.0,1554.0
46075,Jones,SD,1006,61250.0,149,0.22564612326043737,873,655.0,736.0,967.0,1280.0,1554.0
46077,Kingsbury,SD,5172,65964.0,470,0.15680587780355762,4936,660.0,741.0,974.0,1178.0,1565.0
46079,Lake,SD,11207,74884.0,1035,0.23851164450789686,12747,628.0,706.0,927.0,1245.0,1511.0
46081,Lawrence,SD,26047,62977.0,2794,0.25860943678734594,25806,699.0,785.0,1032.0,1454.0,1751.0
46083,Lincoln,SD,65801,92317.0,4201,0.27256424674397045,58887,769.0,884.0,1042.0,1417.0,1768.0
46085,Lyman,SD,3719,60284.0,919,0.14439365420812048,3831,613.0,689.0,905.0,1094.0,1536.0
46087,McCook,SD,5714,74873.0,464,0.17990899544977249,5543,769.0,884.0,1042.0,1417.0,1768.0
46089,McPherson,SD,2251,58529.0,279,0.1514882274544647,2316,613.0,689.0,905.0,1275.0,1454.0
46091,Marshall,SD,4363,74018.0,319,0.16181526472610588,4881,613.0,760.0,905.0,1268.0,1454.0
46093,Meade,SD,29970,70256.0,2156,0.18455121788455123,28149,784.0,880.0,1156.0,1546.0,1962.0
46095,Mellette,SD,1989,41397.0,935,0.07491201608848667,2065,613.0,689.0,905.0,1190.0,1454.0
46097,Miner,SD,2312,62037.0,236,0.1185121107266436,2213,613.0,689.0,905.0,1198.0,1454.0
46099,Minnehaha,SD,197742,73110.0,16775,0.22591558697696998,191682,769.0,884.0,1042.0,1417.0,1768.0
46101,Moody,SD,6346,71469.0,599,0.18027103687362117,6508,613.0,689.0,905.0,1256.0,1536.0
46102,Oglala Lakota,SD,13695,32279.0,7546,0.0416210295728368,14277,613.0,689.0,905.0,1183.0,1454.0
46103,Pennington,SD,110386,67823.0,13138,0.23071766347181707,112504,788.0,886.0,1163.0,1592.0,1781.0
46105,Perkins,SD,2970,64410.0,349,0.14309764309764308,2996,613.0,729.0,905.0,1251.0,1454.0
46107,Potter,SD,2587,71786.0,174,0.17008117510630075,2311,666.0,748.0,983.0,1301.0,1309.0
46109,Roberts,SD,10242,59022.0,2085,0.10398359695371998,10310,613.0,771.0,905.0,1220.0,1529.0
46111,Sanborn,SD,2373,65806.0,201,0.13274336283185842,2372,613.0,689.0,905.0,1275.0,1454.0
46115,Spink,SD,6355,65795.0,663,0.17797010228166799,6438,613.0,722.0,905.0,1094.0,1349.0
46117,Stanley,SD,2979,82298.0,96,0.19201074185968445,3058,727.0,816.0,1072.0,1419.0,1722.0
46119,Sully,SD,1318,66875.0,111,0.16843702579666162,1278,655.0,736.0,967.0,1280.0,1554.0
46121,Todd,SD,9353,33792.0,4794,0.07398695605688015,10308,613.0,756.0,905.0,1247.0,1454.0
46123,Tripp,SD,5607,56758.0,1174,0.12359550561797752,5448,613.0,733.0,905.0,1227.0,1454.0
46125,Turner,SD,8687,72312.0,780,0.18234142972257397,8325,769.0,884.0,1042.0,1417.0,1768.0
46127,Union,SD,16700,82036.0,1360,0.24311377245508983,15659,685.0,780.0,1010.0,1228.0,1345.0
46129,Walworth,SD,5317,57697.0,688,0.195975173970284,5431,626.0,703.0,924.0,1117.0,1391.0
46135,Yankton,SD,23311,68847.0,1730,0.19003903736433445,22746,613.0,734.0,905.0,1275.0,1536.0
46137,Ziebach,SD,2455,46023.0,1015,0.08961303462321792,2767,613.0,689.0,905.0,1094.0,1276.0
47001,Anderson,TN,77337,60633.0,11660,0.1748968798893156,76513,985.0,1000.0,1221.0,1578.0,1833.0
47003,Bedford,TN,50533,59955.0,6175,0.11447964696337047,48937,835.0,906.0,1017.0,1261.0,1359.0
47005,Benton,TN,15933,47737.0,2835,0.08077574844662022,16133,651.0,655.0,861.0,1062.0,1461.0
47007,Bledsoe,TN,14816,51783.0,3549,0.07984611231101511,14961,651.0,655.0,861.0,1208.0,1461.0
47009,Blount,TN,135951,70935.0,11500,0.18789122551507528,131641,985.0,1000.0,1221.0,1578.0,1833.0
47011,Bradley,TN,108859,60692.0,14128,0.16373473943357922,106924,789.0,848.0,1114.0,1462.0,1529.0
47013,Campbell,TN,39397,48258.0,7473,0.09333197959235474,39818,618.0,695.0,912.0,1202.0,1215.0
47015,Cannon,TN,14481,57651.0,2168,0.1247841999861888,14374,1404.0,1442.0,1619.0,2035.0,2482.0
47017,Carroll,TN,28381,49700.0,4502,0.13558366512807865,27841,707.0,767.0,861.0,1098.0,1219.0
47019,Carter,TN,56315,47994.0,9896,0.15775548255349375,56452,864.0,870.0,1070.0,1343.0,1561.0
47021,Cheatham,TN,41184,77014.0,3802,0.16309731934731936,40539,1404.0,1442.0,1619.0,2035.0,2482.0
47023,Chester,TN,17392,57471.0,2535,0.1061407543698252,17260,771.0,866.0,1138.0,1558.0,1563.0
47025,Claiborne,TN,32092,42406.0,5621,0.1347376293157173,31827,707.0,767.0,861.0,1127.0,1147.0
47027,Clay,TN,7592,39572.0,1668,0.08930453108535301,7640,651.0,655.0,861.0,1213.0,1277.0
47029,Cocke,TN,36186,45110.0,7158,0.08514342563422318,35797,651.0,655.0,861.0,1156.0,1160.0
47031,Coffee,TN,58080,57424.0,9700,0.15853994490358125,56024,721.0,726.0,931.0,1283.0,1519.0
47033,Crockett,TN,13955,59136.0,2147,0.10548190612683626,14310,755.0,756.0,993.0,1213.0,1563.0
47035,Cumberland,TN,61552,56002.0,7697,0.13978424746555757,60016,719.0,723.0,881.0,1242.0,1400.0
47037,Davidson,TN,709786,71863.0,98696,0.3209418049947449,690540,1404.0,1442.0,1619.0,2035.0,2482.0
47039,Decatur,TN,11483,48466.0,2168,0.11329791866237046,11663,651.0,655.0,861.0,1154.0,1209.0
47041,DeKalb,TN,20209,46907.0,3999,0.1452323222326686,20104,671.0,676.0,888.0,1074.0,1507.0
47043,Dickson,TN,54563,68492.0,5849,0.13423015596649746,53289,1404.0,1442.0,1619.0,2035.0,2482.0
47045,Dyer,TN,36818,53150.0,5916,0.14693899722961595,37201,681.0,685.0,861.0,1213.0,1315.0
47047,Fayette,TN,42228,81074.0,4041,0.19169745192763096,40612,1031.0,1146.0,1298.0,1711.0,1995.0
47049,Fentress,TN,18642,47884.0,3672,0.11779851947215964,18405,651.0,655.0,861.0,1093.0,1298.0
47051,Franklin,TN,42980,57933.0,5865,0.14995346672871102,41999,731.0,735.0,909.0,1175.0,1384.0
47053,Gibson,TN,50455,55455.0,6864,0.12654840947378854,49193,654.0,722.0,861.0,1213.0,1461.0
47055,Giles,TN,30317,56877.0,3970,0.1335884157403437,29403,739.0,759.0,900.0,1106.0,1480.0
47057,Grainger,TN,23648,47098.0,4118,0.1023342354533153,23268,683.0,687.0,903.0,1198.0,1203.0
47059,Greene,TN,70399,51975.0,10651,0.12937683773917244,69077,584.0,767.0,861.0,1213.0,1371.0
47061,Grundy,TN,13550,47948.0,2422,0.09623616236162362,13371,707.0,742.0,861.0,1069.0,1209.0
47063,Hamblen,TN,64531,49656.0,10874,0.1294106708403713,64479,787.0,792.0,1023.0,1375.0,1653.0
47065,Hamilton,TN,367193,69069.0,43857,0.25097428327882065,364718,1068.0,1085.0,1232.0,1569.0,1784.0
47067,Hancock,TN,6726,31809.0,2107,0.0712161760333036,6568,707.0,767.0,861.0,1041.0,1384.0
47069,Hardeman,TN,25519,43566.0,3515,0.07570829577961519,25247,651.0,655.0,861.0,1213.0,1232.0
47071,Hardin,TN,26824,46902.0,5095,0.11415150611392783,25665,651.0,655.0,861.0,1142.0,1147.0
47073,Hawkins,TN,57107,53647.0,9511,0.12217416428809078,56735,677.0,717.0,905.0,1179.0,1335.0
47075,Haywood,TN,17806,44890.0,3849,0.08525216219251938,17391,651.0,655.0,861.0,1144.0,1392.0
47077,Henderson,TN,27845,51576.0,4923,0.09574429879691147,27956,717.0,778.0,873.0,1112.0,1163.0
47079,Henry,TN,32305,48025.0,5731,0.13759479956663057,32251,682.0,686.0,902.0,1091.0,1201.0
47081,Hickman,TN,24996,54669.0,3329,0.08905424867978877,25017,707.0,767.0,861.0,1213.0,1461.0
47083,Houston,TN,8253,51544.0,1066,0.08033442384587423,8201,707.0,718.0,861.0,1067.0,1297.0
47085,Humphreys,TN,19032,54185.0,2233,0.1182219419924338,18528,707.0,767.0,861.0,1183.0,1256.0
47087,Jackson,TN,11730,42357.0,2266,0.1040920716112532,11767,651.0,655.0,861.0,1041.0,1209.0
47089,Jefferson,TN,55017,60393.0,5920,0.15120780849555593,54162,787.0,792.0,1023.0,1375.0,1653.0
47091,Johnson,TN,17982,47571.0,3465,0.11405850294739184,17755,707.0,761.0,861.0,1063.0,1209.0
47093,Knox,TN,481406,68580.0,58167,0.2623315870595713,466184,985.0,1000.0,1221.0,1578.0,1833.0
47095,Lake,TN,6898,32064.0,1281,0.08263264714409974,7273,690.0,694.0,861.0,1118.0,1209.0
47097,Lauderdale,TN,25171,46702.0,4118,0.07103412657423225,25689,651.0,655.0,861.0,1130.0,1376.0
47099,Lawrence,TN,44377,51038.0,7021,0.1051445568650427,43780,679.0,683.0,898.0,1102.0,1196.0
47101,Lewis,TN,12637,44613.0,2339,0.06457228772651737,12131,651.0,655.0,861.0,1091.0,1461.0
47103,Lincoln,TN,35365,61374.0,4147,0.13530326594090203,34158,707.0,767.0,861.0,1213.0,1450.0
47105,Loudon,TN,55507,75008.0,6519,0.21013565856558633,53169,985.0,1000.0,1221.0,1578.0,1833.0
47107,McMinn,TN,53532,57982.0,7109,0.12254352536800418,53392,719.0,813.0,950.0,1234.0,1265.0
47109,McNairy,TN,25895,46920.0,4263,0.08090364935315698,25814,651.0,655.0,861.0,1189.0,1329.0
47111,Macon,TN,25365,51215.0,4123,0.06572048097772522,24208,789.0,794.0,927.0,1185.0,1404.0
47113,Madison,TN,98644,55280.0,17188,0.17475974210291553,97838,771.0,866.0,1138.0,1558.0,1563.0
47115,Marion,TN,28852,58139.0,4642,0.10862331900734784,28639,1068.0,1085.0,1232.0,1569.0,1784.0
47117,Marshall,TN,34567,65325.0,5302,0.14207191830358434,33708,764.0,769.0,1010.0,1311.0,1345.0
47119,Maury,TN,102002,71500.0,8938,0.1798494147173585,94615,1011.0,1018.0,1337.0,1725.0,1784.0
47121,Meigs,TN,12839,59434.0,1964,0.08349559934574344,12237,651.0,655.0,861.0,1204.0,1209.0
47123,Monroe,TN,46489,52123.0,7235,0.11256426251371292,46413,584.0,685.0,861.0,1153.0,1176.0
47125,Montgomery,TN,222305,67890.0,25950,0.18844380468275568,204992,887.0,970.0,1246.0,1750.0,2114.0
47127,Moore,TN,6558,69250.0,640,0.16910643488868557,6396,704.0,709.0,887.0,1146.0,1245.0
47129,Morgan,TN,21124,51971.0,3897,0.09032380231016852,21538,651.0,655.0,861.0,1142.0,1147.0
47131,Obion,TN,30670,50638.0,4867,0.12155200521682426,30343,717.0,721.0,861.0,1098.0,1147.0
47133,Overton,TN,22576,46580.0,3840,0.09815733522324592,22171,684.0,688.0,861.0,1096.0,1147.0
47135,Perry,TN,8432,55978.0,1172,0.07364800759013283,8020,686.0,690.0,907.0,1097.0,1229.0
47137,Pickett,TN,5042,44317.0,1043,0.1366521221737406,5068,725.0,729.0,913.0,1104.0,1282.0
47139,Polk,TN,17620,53775.0,2222,0.0974460839954597,16807,789.0,848.0,1114.0,1462.0,1529.0
47141,Putnam,TN,80157,54371.0,12497,0.17773868782514315,78542,760.0,764.0,991.0,1368.0,1578.0
47143,Rhea,TN,33031,55568.0,5055,0.11828282522478883,32964,651.0,655.0,861.0,1142.0,1147.0
47145,Roane,TN,53777,66460.0,6466,0.16202093831935585,53331,793.0,824.0,980.0,1272.0,1663.0
47147,Robertson,TN,73297,74440.0,7470,0.14476718010286915,70982,1404.0,1442.0,1619.0,2035.0,2482.0
47149,Rutherford,TN,343727,78291.0,33248,0.21169416426408166,324139,1404.0,1442.0,1619.0,2035.0,2482.0
47151,Scott,TN,21917,39744.0,5499,0.06976319751790848,22020,707.0,708.0,861.0,1180.0,1364.0
47153,Sequatchie,TN,16065,53038.0,3520,0.13445378151260504,14936,1068.0,1085.0,1232.0,1569.0,1784.0
47155,Sevier,TN,98455,60103.0,12864,0.14516276471484435,98007,834.0,896.0,1082.0,1403.0,1441.0
47157,Shelby,TN,926440,59621.0,164861,0.22276348171495186,936611,1031.0,1146.0,1298.0,1711.0,1995.0
47159,Smith,TN,20034,57677.0,2950,0.11814914645103325,19926,619.0,691.0,908.0,1209.0,1214.0
47161,Stewart,TN,13724,57257.0,1547,0.11891576799766831,13553,677.0,816.0,960.0,1333.0,1629.0
47163,Sullivan,TN,158722,54357.0,23761,0.19247489320951097,157707,677.0,717.0,905.0,1179.0,1335.0
47165,Sumner,TN,196845,81883.0,18315,0.21543854301607865,187680,1404.0,1442.0,1619.0,2035.0,2482.0
47167,Tipton,TN,61116,70674.0,6509,0.13263302572157865,61562,1031.0,1146.0,1298.0,1711.0,1995.0
47169,Trousdale,TN,11596,62018.0,1044,0.07045532942393928,10910,1404.0,1442.0,1619.0,2035.0,2482.0
47171,Unicoi,TN,17845,49855.0,2880,0.1283272625385262,17821,864.0,870.0,1070.0,1343.0,1561.0
47173,Union,TN,19860,57094.0,3110,0.09264853977844914,19678,985.0,1000.0,1221.0,1578.0,1833.0
47175,Van Buren,TN,6182,44730.0,1012,0.07570365577483015,5813,680.0,684.0,861.0,1163.0,1209.0
47177,Warren,TN,41163,52948.0,6818,0.09593567038359692,40971,679.0,683.0,898.0,1086.0,1207.0
47179,Washington,TN,133282,58507.0,20237,0.22848546690475832,128874,864.0,870.0,1070.0,1343.0,1561.0
47181,Wayne,TN,16325,49360.0,2837,0.09096477794793262,16638,651.0,655.0,861.0,1043.0,1147.0
47183,Weakley,TN,32946,47769.0,5796,0.1289079099131913,33377,707.0,728.0,861.0,1041.0,1461.0
47185,White,TN,27420,48220.0,4605,0.09587892049598833,27087,730.0,734.0,965.0,1167.0,1285.0
47187,Williamson,TN,248897,125943.0,10337,0.4060595346669506,232380,1404.0,1442.0,1619.0,2035.0,2482.0
47189,Wilson,TN,149096,89462.0,12172,0.25261576433975425,140604,1404.0,1442.0,1619.0,2035.0,2482.0
48001,Anderson,TX,58077,57445.0,7117,0.0958038466174217,57917,879.0,885.0,1035.0,1298.0,1663.0
48003,Andrews,TX,18362,86458.0,2177,0.11845114911229714,18227,1057.0,1210.0,1358.0,1704.0,2018.0
48005,Angelina,TX,86608,57055.0,13536,0.12212497690744505,87119,891.0,935.0,1074.0,1361.0,1430.0
48007,Aransas,TX,24048,58168.0,4241,0.19120093147039255,24220,982.0,1025.0,1261.0,1525.0,1874.0
48009,Archer,TX,8649,69954.0,1054,0.17562724014336917,8754,800.0,843.0,1037.0,1418.0,1611.0
48011,Armstrong,TX,1912,70417.0,109,0.18043933054393305,1950,754.0,879.0,1082.0,1482.0,1728.0
48013,Atascosa,TX,49403,67442.0,6837,0.09272716231807784,50194,831.0,1011.0,1135.0,1405.0,1583.0
48015,Austin,TX,30406,73556.0,3593,0.1663158587120963,29892,727.0,821.0,922.0,1299.0,1565.0
48017,Bailey,TX,6902,69830.0,851,0.09649376992176181,6916,727.0,752.0,934.0,1225.0,1388.0
48019,Bandera,TX,21182,70965.0,2968,0.21008403361344538,22770,1067.0,1197.0,1458.0,1846.0,2206.0
48021,Bastrop,TX,98435,80151.0,11454,0.15123685680906182,86839,1519.0,1635.0,1924.0,2470.0,2840.0
48023,Baylor,TX,3475,52716.0,395,0.1651798561151079,3560,696.0,701.0,905.0,1275.0,1345.0
48025,Bee,TX,30977,50283.0,4703,0.08015624495593505,32609,884.0,890.0,1169.0,1538.0,1665.0
48027,Bell,TX,372821,62858.0,52988,0.16353692522685148,355700,895.0,900.0,1135.0,1599.0,1926.0
48029,Bexar,TX,2014059,67275.0,299972,0.1961198753363233,1978826,1067.0,1197.0,1458.0,1846.0,2206.0
48031,Blanco,TX,11608,79717.0,1122,0.23345968297725705,11733,951.0,954.0,1221.0,1476.0,1649.0
48033,Borden,TX,686,80625.0,11,0.2521865889212828,653,791.0,818.0,1016.0,1332.0,1510.0
48035,Bosque,TX,18404,63868.0,2084,0.13687241903933928,18428,684.0,689.0,905.0,1275.0,1358.0
48037,Bowie,TX,92747,56628.0,15117,0.15041995967524557,93622,779.0,784.0,982.0,1221.0,1601.0
48039,Brazoria,TX,374600,91972.0,27271,0.20562733582487988,368062,960.0,1194.0,1340.0,1744.0,2274.0
48041,Brazos,TX,234548,57562.0,52720,0.2267808721455736,226370,958.0,1015.0,1140.0,1606.0,1710.0
48043,Brewster,TX,9454,47747.0,1445,0.3606938861857415,9231,833.0,869.0,1070.0,1294.0,1693.0
48045,Briscoe,TX,1290,35446.0,311,0.11937984496124031,1348,705.0,729.0,905.0,1275.0,1345.0
48047,Brooks,TX,7059,30566.0,2176,0.13302167445813853,7100,705.0,729.0,905.0,1275.0,1345.0
48049,Brown,TX,38159,53792.0,4822,0.13828978746822507,37805,731.0,820.0,1078.0,1367.0,1552.0
48051,Burleson,TX,17958,71745.0,2205,0.16109811783049338,18237,958.0,1015.0,1140.0,1606.0,1710.0
48053,Burnet,TX,49684,71482.0,3806,0.20105064004508494,47548,879.0,885.0,1138.0,1604.0,1637.0
48055,Caldwell,TX,46141,66779.0,6144,0.11055243709499143,42817,1519.0,1635.0,1924.0,2470.0,2840.0
48057,Calhoun,TX,20127,62267.0,1826,0.10965369901127839,21470,653.0,806.0,905.0,1275.0,1336.0
48059,Callahan,TX,13869,63906.0,1203,0.16035763212920903,13959,860.0,876.0,1117.0,1488.0,1789.0
48061,Cameron,TX,421854,47435.0,106182,0.11547122938267743,422135,660.0,761.0,965.0,1270.0,1374.0
48063,Camp,TX,12543,53968.0,2689,0.1353743123654628,12938,694.0,698.0,905.0,1275.0,1376.0
48065,Carson,TX,5801,83199.0,432,0.16979831063609724,5957,754.0,879.0,1082.0,1482.0,1728.0
48067,Cass,TX,28637,54303.0,5220,0.12050843314593009,30002,684.0,689.0,905.0,1199.0,1345.0
48069,Castro,TX,7381,59886.0,908,0.11881858826717247,7561,705.0,806.0,905.0,1201.0,1345.0
48071,Chambers,TX,47037,106103.0,6406,0.14501350001062993,42571,1073.0,1135.0,1357.0,1792.0,2303.0
48073,Cherokee,TX,50824,56971.0,7847,0.10630804344404218,52341,654.0,734.0,965.0,1360.0,1434.0
48075,Childress,TX,6781,56063.0,802,0.10780120926117091,7219,810.0,886.0,1041.0,1286.0,1547.0
48077,Clay,TX,10290,75227.0,925,0.17016520894071915,10444,800.0,843.0,1037.0,1418.0,1611.0
48079,Cochran,TX,2529,41597.0,640,0.05693950177935943,2860,705.0,729.0,905.0,1096.0,1205.0
48081,Coke,TX,3305,40230.0,524,0.14069591527987896,3298,684.0,689.0,905.0,1193.0,1345.0
48083,Coleman,TX,7808,51034.0,1321,0.14779713114754098,8281,856.0,886.0,1100.0,1330.0,1612.0
48085,Collin,TX,1079153,113255.0,67718,0.35777966608997985,1006038,1426.0,1500.0,1758.0,2212.0,2847.0
48087,Collingsworth,TX,2865,52045.0,623,0.15706806282722513,2939,705.0,729.0,905.0,1187.0,1345.0
48089,Colorado,TX,20582,63352.0,1490,0.15095714702166943,21357,776.0,782.0,1027.0,1269.0,1526.0
48091,Comal,TX,165201,93744.0,9998,0.28375736224356995,148921,1067.0,1197.0,1458.0,1846.0,2206.0
48093,Comanche,TX,13651,57383.0,1816,0.13295729250604352,13597,791.0,818.0,1016.0,1332.0,1510.0
48095,Concho,TX,3235,55750.0,385,0.0884080370942813,3018,925.0,957.0,1188.0,1436.0,1766.0
48097,Cooke,TX,41860,66374.0,5479,0.15874343048256093,40428,901.0,907.0,1192.0,1523.0,1877.0
48099,Coryell,TX,82927,63281.0,7092,0.10932506903662258,75576,895.0,900.0,1135.0,1599.0,1926.0
48101,Cottle,TX,1647,47625.0,397,0.122040072859745,1624,791.0,818.0,1016.0,1332.0,1510.0
48103,Crane,TX,4636,71364.0,172,0.09771354616048318,4739,839.0,868.0,1078.0,1303.0,1602.0
48105,Crockett,TX,2949,64103.0,269,0.12410986775178026,3393,705.0,729.0,905.0,1187.0,1345.0
48107,Crosby,TX,5157,50268.0,1192,0.09288345937560598,5753,778.0,931.0,1113.0,1551.0,1829.0
48109,Culberson,TX,2181,35924.0,480,0.0811554332874828,2183,791.0,818.0,1016.0,1332.0,1510.0
